cardname,cardq,cardrarity,card_edition,cardset,cardcode,cardid,print_id
Mist Valley Falcon,1,Common,1st Edition,Evolving Maelstrom,EM-EN031,82199284,82199284
Necro Synchron,1,Common,1st Edition,Evolving Maelstrom,EM-EN032,48421595,48421595
Oyster Meister,1,Common,1st Edition,Evolving Maelstrom,EM-EN033,83239739,83239739
Performapal Spikeagle,1,Common,1st Edition,Evolving Maelstrom,EM-EN034,22091345,22091345
Speedroid CarTurbo,1,Common,1st Edition,Evolving Maelstrom,EM-EN035,96945958,96945958
Speedroid Pachingo-Kart,1,Common,1st Edition,Evolving Maelstrom,EM-EN036,85034450,85034450
Sphere of Chaos,1,Common,1st Edition,Evolving Maelstrom,EM-EN037,82693042,82693042
Symphonic Warrior Basses,1,Common,1st Edition,Evolving Maelstrom,EM-EN038,68933343,68933343
Symphonic Warrior Piaano,1,Common,1st Edition,Evolving Maelstrom,EM-EN039,31826057,31826057
Tin Goldfish,1,Common,1st Edition,Evolving Maelstrom,EM-EN040,18063928,18063928
Gagagigo,1,Common,1st Edition,Evolving Maelstrom,EM-EN041,49003308,49003308
Arrivalrivals,1,Common,1st Edition,Evolving Maelstrom,EM-EN042,29508346,29508346
Battle Tuned,1,Common,1st Edition,Evolving Maelstrom,EM-EN043,5052212,5052212
Beetrooper Descent,1,Common,1st Edition,Evolving Maelstrom,EM-EN044,87240371,87240371
Cards of Consonance,1,Common,1st Edition,Evolving Maelstrom,EM-EN045,39701395,39701395
Cattle Call,1,Common,1st Edition,Evolving Maelstrom,EM-EN046,50619462,50619462
De-Synchro,1,Common,1st Edition,Evolving Maelstrom,EM-EN047,32441317,32441317
"Elborz, the Sacred Lands of Simorgh",1,Common,1st Edition,Evolving Maelstrom,EM-EN048,92223430,92223430
Iron Call,1,Common,1st Edition,Evolving Maelstrom,EM-EN049,64662453,64662453
Quill Pen of Gulldos,1,Common,1st Edition,Evolving Maelstrom,EM-EN050,27980138,27980138
Summon Storm,1,Common,1st Edition,Evolving Maelstrom,EM-EN051,71459861,71459861
Swallow's Nest,1,Common,1st Edition,Evolving Maelstrom,EM-EN052,94145683,94145683
Swords of Revealing Light,1,Common,1st Edition,Evolving Maelstrom,EM-EN053,72302403,72302403
Damage Condenser,1,Common,1st Edition,Evolving Maelstrom,EM-EN054,28378427,28378427
Destruction Jammer,1,Common,1st Edition,Evolving Maelstrom,EM-EN055,98956134,98956134
Dragoncarnation,1,Common,1st Edition,Evolving Maelstrom,EM-EN056,5325424,5325424
Face-Off,1,Common,1st Edition,Evolving Maelstrom,EM-EN057,39276790,39276790
Mirror Wall,1,Common,1st Edition,Evolving Maelstrom,EM-EN058,22359980,22359980
Premature Return,1,Common,1st Edition,Evolving Maelstrom,EM-EN059,95083785,95083785
Pulse Mines,1,Common,1st Edition,Evolving Maelstrom,EM-EN060,58464739,58464739
Deskbot Jet,1,Common,1st Edition,Evolving Maelstrom,EM-EN061,89544521,89544521
Powered Inzektron,1,Common,1st Edition,Evolving Maelstrom,EM-EN062,46132282,46132282
Vortex the Whirlwind,1,Common,1st Edition,Evolving Maelstrom,EM-EN063,25373678,25373678
Spiritual Wind Art - Miyabi,1,Common,1st Edition,Evolving Maelstrom,EM-EN064,79333300,79333300
Switch Point,1,Common,1st Edition,Evolving Maelstrom,EM-EN065,47961342,47961342
"Alector, Sovereign of Birds",1,Rare,1st Edition,Evolving Maelstrom,EM-EN066,17573739,17573739
Background Dragon,1,Rare,1st Edition,Evolving Maelstrom,EM-EN067,84976088,84976088
Crane Crane,1,Rare,1st Edition,Evolving Maelstrom,EM-EN068,28637168,28637168
Crystron Prasiortle,1,Rare,1st Edition,Evolving Maelstrom,EM-EN069,56049970,56049970
Cyberdark Horn,1,Rare,1st Edition,Evolving Maelstrom,EM-EN070,41230939,41230939
Dragunity Legionnaire,1,Rare,1st Edition,Evolving Maelstrom,EM-EN071,54578613,54578613
Eria the Water Channeler,1,Rare,1st Edition,Evolving Maelstrom,EM-EN072,15746348,15746348
Flying Kamakiri #1,1,Rare,1st Edition,Evolving Maelstrom,EM-EN073,84834865,84834865
Gishki Ariel,1,Rare,1st Edition,Evolving Maelstrom,EM-EN074,92784374,92784374
"Majesty Maiden, the True Dracocaster",1,Rare,1st Edition,Evolving Maelstrom,EM-EN075,95004025,95004025
Omni Dragon Brotaur,1,Rare,1st Edition,Evolving Maelstrom,EM-EN076,8972398,8972398
Primitive Butterfly,1,Rare,1st Edition,Evolving Maelstrom,EM-EN077,98154550,98154550
Quillbolt Hedgehog,1,Rare,1st Edition,Evolving Maelstrom,EM-EN078,23571046,23571046
Speedroid Horse Stilts,1,Rare,1st Edition,Evolving Maelstrom,EM-EN079,17328157,17328157
Speedroid Taketomborg,1,Rare,1st Edition,Evolving Maelstrom,EM-EN080,53932291,53932291
The Cuckoo Commanded to Croon,1,Rare,1st Edition,Evolving Maelstrom,EM-EN081,48386462,48386462
Unknown Synchron,1,Rare,1st Edition,Evolving Maelstrom,EM-EN082,15310033,15310033
Wattgiraffe,1,Rare,1st Edition,Evolving Maelstrom,EM-EN083,402568,402568
Cosmic Cyclone,1,Rare,1st Edition,Evolving Maelstrom,EM-EN084,8267140,8267140
Gadget Box,1,Rare,1st Edition,Evolving Maelstrom,EM-EN085,8025950,8025950
Gravedigger Ghoul,1,Rare,1st Edition,Evolving Maelstrom,EM-EN086,82542267,82542267
Pianissimo,1,Rare,1st Edition,Evolving Maelstrom,EM-EN087,70899775,70899775
Super Rush Headlong,1,Rare,1st Edition,Evolving Maelstrom,EM-EN088,48422921,48422921
Peaceful Burial,1,Rare,1st Edition,Evolving Maelstrom,EM-EN089,14055212,14055212
Spiritual Swords of Revealing Light,1,Rare,1st Edition,Evolving Maelstrom,EM-EN090,78625592,78625592
Swamp Mirrorer,1,Rare,1st Edition,Evolving Maelstrom,EM-EN091,50277973,50277973
Treacherous Trap Hole,1,Rare,1st Edition,Evolving Maelstrom,EM-EN092,99590524,99590524
Whirlwind of Gusto,1,Rare,1st Edition,Evolving Maelstrom,EM-EN093,91822647,91822647
Battlewasp - Sachi the Ceremonial Bow,1,Rare,1st Edition,Evolving Maelstrom,EM-EN094,71456737,71456737
Mist Bird Clausolas,1,Rare,1st Edition,Evolving Maelstrom,EM-EN095,15240238,15240238
Blackwing - Zephyros the Elite,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN096,14785765,14785765
Crystron Rion,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN097,66938505,66938505
Crystron Rosenix,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN098,55326322,55326322
"Gizmek Arakami, the Hailbringer Hog",1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN099,59789370,59789370
"Gizmek Taniguku, the Immobile Intellect",1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN100,23384666,23384666
Glacial Beast Polar Penguin,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN101,79169622,79169622
Glife the Phantom Bird,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN102,899287,899287
Ice Doll,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN103,97476032,97476032
Ichiki Sayori-Hime,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN104,9627299,9627299
Interplanetarypurplythorny Dragon,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN105,25206027,25206027
Praying Mantis,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN106,31600513,31600513
Symphonic Warrior Synthess,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN107,49919798,49919798
Tenyi Spirit - Suruya,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN108,52854600,52854600
Wynn the Wind Channeler,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN109,86395581,86395581
Red-Eyes Black Dragon,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN110,74677422,74677422
Night Beam,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN111,89882100,89882100
Thunder Dragon Fusion,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN112,95238394,95238394
Hero's Rule 2,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN113,85854214,85854214
Karma Cut,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN114,71587526,71587526
King's Consonance,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN115,24590232,24590232
Memory Loss,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN116,71098407,71098407
Wiretap,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN117,34507039,34507039
"Arionpos, Serpent of the Ghoti",1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN118,65910922,65910922
Battlewasp - Halberd the Charge,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN119,53950487,53950487
Crystron Ametrix,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN120,76359406,76359406
Dragunity Knight - Gae Bulg,1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN121,900787,900787
"Karakuri Shogun mdl 00 ""Burei""",1,Super Rare,1st Edition,Evolving Maelstrom,EM-EN122,23874409,23874409
Battlewasp - Rapier the Onslaught,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN123,56146300,56146300
Crystron Thystvern,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN124,29838323,29838323
Dragunity Dux,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN125,28183605,28183605
Harpie Harpist,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN126,56585883,56585883
Scrap Recycler,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN127,4334811,4334811
Battlewasp Wind,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN128,67441879,67441879
Destructive Daruma Karma Cannon,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN129,30748475,30748475
Disappear,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN130,24623598,24623598
E.M.R.,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN131,17427333,17427333
Floodgate Trap Hole,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN132,69599136,69599136
Speedroid Dupligate,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN133,58543073,58543073
Trap Stun,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN134,59616123,59616123
Battlewasp - Ballista the Armageddon,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN135,26443791,26443791
Dragunity Knight - Gae Dearg,1,Ultra Rare,1st Edition,Evolving Maelstrom,EM-EN136,34116027,34116027
Dragunity Guisarme,1,Secret Rare,1st Edition,Evolving Maelstrom,EM-EN137,69975751,69975751
Kochobo's Hinamatsuri,1,Secret Rare,1st Edition,Evolving Maelstrom,EM-EN138,55359571,55359571
Foolish Burial,1,Secret Rare,1st Edition,Evolving Maelstrom,EM-EN139,81439173,81439173
Kuibelt the Blade Dragon,1,Secret Rare,1st Edition,Evolving Maelstrom,EM-EN140,87837090,87837090
A/D Changer,1,Common,1st Edition,Ruins of Obsidian,RO-EN001,96146814,96146814
Apprentice Magician,1,Common,1st Edition,Ruins of Obsidian,RO-EN002,9156135,9156135
"Aztekipede, the Worm Warrior",1,Common,1st Edition,Ruins of Obsidian,RO-EN003,75081613,75081613
Big Piece Golem,1,Common,1st Edition,Ruins of Obsidian,RO-EN004,25247218,25247218
Brushfire Knight,1,Common,1st Edition,Ruins of Obsidian,RO-EN005,36569343,36569343
Chronomaly Colossal Head,1,Common,1st Edition,Ruins of Obsidian,RO-EN006,52158283,52158283
Desert Twister,1,Common,1st Edition,Ruins of Obsidian,RO-EN007,81977953,81977953
Dimension Conjurer,1,Common,1st Edition,Ruins of Obsidian,RO-EN008,77683371,77683371
Eccentric Boy,1,Common,1st Edition,Ruins of Obsidian,RO-EN009,16825874,16825874
Golem Sentry,1,Common,1st Edition,Ruins of Obsidian,RO-EN010,52323207,52323207
Gravekeeper's Descendant,1,Common,1st Edition,Ruins of Obsidian,RO-EN011,30213599,30213599
Gravekeeper's Guard,1,Common,1st Edition,Ruins of Obsidian,RO-EN012,37101832,37101832
Guardian Sphinx,1,Common,1st Edition,Ruins of Obsidian,RO-EN013,40659562,40659562
Guldfaxe of the Nordic Beasts,1,Common,1st Edition,Ruins of Obsidian,RO-EN014,41788781,41788781
Howling Insect,1,Common,1st Edition,Ruins of Obsidian,RO-EN015,93107608,93107608
Junk Synchron,1,Common,1st Edition,Ruins of Obsidian,RO-EN016,63977008,63977008
"Kumongous, the Sticky String Kaiju",1,Common,1st Edition,Ruins of Obsidian,RO-EN017,29726552,29726552
Kuraz the Light Monarch,1,Common,1st Edition,Ruins of Obsidian,RO-EN018,57666212,57666212
Legendary Jujitsu Master,1,Common,1st Edition,Ruins of Obsidian,RO-EN019,25773409,25773409
Magical Exemplar,1,Common,1st Edition,Ruins of Obsidian,RO-EN020,6061630,6061630
Magician of Faith,1,Common,1st Edition,Ruins of Obsidian,RO-EN021,31560081,31560081
Naturia Cherries,1,Common,1st Edition,Ruins of Obsidian,RO-EN022,60668166,60668166
Nefarious Archfiend Eater of Nefariousness,1,Common,1st Edition,Ruins of Obsidian,RO-EN023,60666820,60666820
Nobleman-Eater Bug,1,Common,1st Edition,Ruins of Obsidian,RO-EN024,65878864,65878864
Old Vindictive Magician,1,Common,1st Edition,Ruins of Obsidian,RO-EN025,45141844,45141844
Performapal Sleight Hand Magician,1,Common,1st Edition,Ruins of Obsidian,RO-EN026,20403123,20403123
Predaplant Ophrys Scorpio,1,Common,1st Edition,Ruins of Obsidian,RO-EN027,35272499,35272499
Rucia of the White Forest,1,Common,1st Edition,Ruins of Obsidian,RO-EN028,24779554,24779554
Shaddoll Hound,1,Common,1st Edition,Ruins of Obsidian,RO-EN029,52551211,52551211
Shell Knight,1,Common,1st Edition,Ruins of Obsidian,RO-EN030,10163855,10163855
T.G. Warwolf,1,Common,1st Edition,Ruins of Obsidian,RO-EN031,293542,293542
Tackle Crusader,1,Common,1st Edition,Ruins of Obsidian,RO-EN032,12467005,12467005
The Rock Spirit,1,Common,1st Edition,Ruins of Obsidian,RO-EN033,76305638,76305638
Valkyrion the Magna Warrior,1,Common,1st Edition,Ruins of Obsidian,RO-EN034,75347539,75347539
Weeping Idol,1,Common,1st Edition,Ruins of Obsidian,RO-EN035,5763020,5763020
Witch Doctor of Chaos,1,Common,1st Edition,Ruins of Obsidian,RO-EN036,75946257,75946257
Beta The Magnet Warrior,1,Common,1st Edition,Ruins of Obsidian,RO-EN037,39256679,39256679
Gamma the Magnet Warrior,1,Common,1st Edition,Ruins of Obsidian,RO-EN038,11549357,11549357
Gem-Knight Lapis,1,Common,1st Edition,Ruins of Obsidian,RO-EN039,99645428,99645428
Prisman,1,Common,1st Edition,Ruins of Obsidian,RO-EN040,80234301,80234301
Attack the Moon!,1,Common,1st Edition,Ruins of Obsidian,RO-EN041,83715234,83715234
Book of Lunar Eclipse,1,Common,1st Edition,Ruins of Obsidian,RO-EN042,31834488,31834488
Bownty,1,Common,1st Edition,Ruins of Obsidian,RO-EN043,55351724,55351724
Draw Muscle,1,Common,1st Edition,Ruins of Obsidian,RO-EN044,41367003,41367003
Gearbreed,1,Common,1st Edition,Ruins of Obsidian,RO-EN045,27979109,27979109
Magical Dimension,1,Common,1st Edition,Ruins of Obsidian,RO-EN046,28553439,28553439
Offerings to the Doomed,1,Common,1st Edition,Ruins of Obsidian,RO-EN047,19230407,19230407
Soul Taker,1,Common,1st Edition,Ruins of Obsidian,RO-EN048,81510157,81510157
Spellbook of Power,1,Common,1st Edition,Ruins of Obsidian,RO-EN049,25123082,25123082
Stonehenge,1,Common,1st Edition,Ruins of Obsidian,RO-EN050,70786111,70786111
Damage Gate,1,Common,1st Edition,Ruins of Obsidian,RO-EN051,87106146,87106146
Dark Horizon,1,Common,1st Edition,Ruins of Obsidian,RO-EN052,16964437,16964437
Dark Mirror Force,1,Common,1st Edition,Ruins of Obsidian,RO-EN053,20522190,20522190
Desert Sunlight,1,Common,1st Edition,Ruins of Obsidian,RO-EN054,93747864,93747864
Magical Hats,1,Common,1st Edition,Ruins of Obsidian,RO-EN055,81210420,81210420
Metamorphortress,1,Common,1st Edition,Ruins of Obsidian,RO-EN056,43959432,43959432
Painful Escape,1,Common,1st Edition,Ruins of Obsidian,RO-EN057,20513882,20513882
Rock Bombardment,1,Common,1st Edition,Ruins of Obsidian,RO-EN058,20781762,20781762
Shapesister,1,Common,1st Edition,Ruins of Obsidian,RO-EN059,92099232,92099232
Spiritual Earth Art - Kurogane,1,Common,1st Edition,Ruins of Obsidian,RO-EN060,70156997,70156997
Flamvell Uruquizas,1,Common,1st Edition,Ruins of Obsidian,RO-EN061,53714009,53714009
Giganticastle,1,Common,1st Edition,Ruins of Obsidian,RO-EN062,63422098,63422098
Gravity Warrior,1,Common,1st Edition,Ruins of Obsidian,RO-EN063,44035031,44035031
Junk Archer,1,Common,1st Edition,Ruins of Obsidian,RO-EN064,42810973,42810973
The Golden Apples,1,Common,1st Edition,Ruins of Obsidian,RO-EN065,42671151,42671151
Alpha The Electromagnet Warrior,1,Rare,1st Edition,Ruins of Obsidian,RO-EN066,42023223,42023223
Astra Ghouls,1,Rare,1st Edition,Ruins of Obsidian,RO-EN067,69170403,69170403
Beetrooper Assault Roller,1,Rare,1st Edition,Ruins of Obsidian,RO-EN068,51578214,51578214
Block Golem,1,Rare,1st Edition,Ruins of Obsidian,RO-EN069,72580321,72580321
Dogu,1,Rare,1st Edition,Ruins of Obsidian,RO-EN070,95816395,95816395
Gem-Knight Obsidian,1,Rare,1st Edition,Ruins of Obsidian,RO-EN071,19163116,19163116
Gem-Merchant,1,Rare,1st Edition,Ruins of Obsidian,RO-EN072,53408006,53408006
Golem that Guards the Millennium Treasures,1,Rare,1st Edition,Ruins of Obsidian,RO-EN073,74169516,74169516
Gravekeeper's Spy,1,Rare,1st Edition,Ruins of Obsidian,RO-EN074,24317029,24317029
Hiita the Fire Channeler,1,Rare,1st Edition,Ruins of Obsidian,RO-EN075,76615300,76615300
Landrobe the Rock Vassal,1,Rare,1st Edition,Ruins of Obsidian,RO-EN076,95993388,95993388
Madolche Magileine,1,Rare,1st Edition,Ruins of Obsidian,RO-EN077,11868731,11868731
Magical Undertaker,1,Rare,1st Edition,Ruins of Obsidian,RO-EN078,30608985,30608985
Magician of Faithfulness,1,Rare,1st Edition,Ruins of Obsidian,RO-EN079,67853262,67853262
Predaplant Byblisp,1,Rare,1st Edition,Ruins of Obsidian,RO-EN080,44932065,44932065
Weathering Soldier,1,Rare,1st Edition,Ruins of Obsidian,RO-EN081,23147658,23147658
Adamancipator Laputite,1,Rare,1st Edition,Ruins of Obsidian,RO-EN082,46552140,46552140
Eye of Illusion,1,Rare,1st Edition,Ruins of Obsidian,RO-EN083,23446369,23446369
Forbidden Dress,1,Rare,1st Edition,Ruins of Obsidian,RO-EN084,96864811,96864811
Gravedigger Ghoul,1,Rare,1st Edition,Ruins of Obsidian,RO-EN085,82542267,82542267
Spellbook of Secrets,1,Rare,1st Edition,Ruins of Obsidian,RO-EN086,89739383,89739383
Ultimate Slayer,1,Rare,1st Edition,Ruins of Obsidian,RO-EN087,2263869,2263869
Witchcrafter Scroll,1,Rare,1st Edition,Ruins of Obsidian,RO-EN088,19673561,19673561
Wonder Wand,1,Rare,1st Edition,Ruins of Obsidian,RO-EN089,67775894,67775894
Peaceful Burial,1,Rare,1st Edition,Ruins of Obsidian,RO-EN090,14055212,14055212
Setuppercut,1,Rare,1st Edition,Ruins of Obsidian,RO-EN091,19590644,19590644
Skill Prisoner,1,Rare,1st Edition,Ruins of Obsidian,RO-EN092,63227401,63227401
Frozen Fitzgerald,1,Rare,1st Edition,Ruins of Obsidian,RO-EN093,94515289,94515289
Shiranui Swordsaga,1,Rare,1st Edition,Ruins of Obsidian,RO-EN094,26326541,26326541
THE Star Ham,1,Rare,1st Edition,Ruins of Obsidian,RO-EN095,15123983,15123983
Altergeist Malwisp,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN096,27132400,27132400
Altergeist Peritrator,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN097,54126514,54126514
Aussa the Earth Channeler,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN098,62803464,62803464
Baobaboon,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN099,55705473,55705473
Beetron,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN100,30587695,30587695
Breaker the Magical Warrior,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN101,71413901,71413901
Delg the Dark Monarch,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN102,85718645,85718645
Doki Doki,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN103,42143067,42143067
Eidos the Underworld Squire,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN104,59463312,59463312
Gem-Armadillo,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN105,27004302,27004302
"Ghost Lancer, the Underworld Spearman",1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN106,64104037,64104037
Infernoble Knight Turpin,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN107,89809665,89809665
Shiranui Spectralsword,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN108,36630403,36630403
Spirit of the Fall Wind,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN109,26517393,26517393
Summoner Monk,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN110,423585,423585
Tenyi Spirit - Suruya,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN111,52854600,52854600
Tsukuyomi,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN112,34853266,34853266
Granmarg the Mega Monarch,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN113,15545291,15545291
Dwimmered Path,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN114,24721709,24721709
Night Beam,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN115,89882100,89882100
Armory Call,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN116,38960450,38960450
Hero's Rule 2,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN117,85854214,85854214
Karma Cut,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN118,71587526,71587526
Memory Loss,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN119,71098407,71098407
Rise to Full Height,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN120,19254117,19254117
Gold Pride - Eradicator,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN121,45464587,45464587
Arcanite Magician,1,Super Rare,1st Edition,Ruins of Obsidian,RO-EN122,31924889,31924889
Adamancipator Seeker,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN123,48519867,48519867
Beta The Electromagnet Warrior,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN124,79418928,79418928
Dragonbite,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN125,84462118,84462118
Gokipole,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN126,17535764,17535764
Megarock Dragon,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN127,71544954,71544954
Resonance Insect,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN128,96938986,96938986
Shaddoll Beast,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN129,3717252,3717252
Shaddoll Squamata,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN130,30328508,30328508
Adamancipator Friends,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN131,99927991,99927991
Destructive Daruma Karma Cannon,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN132,30748475,30748475
Disappear,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN133,24623598,24623598
Fiendish Chain,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN134,50078509,50078509
Trap Stun,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN135,59616123,59616123
Vermillion Dragon Mech,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN136,66698383,66698383
Adamancipator Researcher,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN137,85914562,85914562
Shaddoll Dragon,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN138,77723643,77723643
Pot of Duality,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN139,98645731,98645731
Stardust Spark Dragon,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN140,83994433,83994433
